,Area,Bedroom,Floor,WC,Price,Date,District,City,Latitude,Longitude
1680,6.0,5,-1,5,8.5,2023-04-25 23:14:11,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1681,43.0,2,-1,1,2.6,2023-05-21 17:31:55,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
1682,60.0,-1,4,-1,6.5,2023-05-07 8:02:45,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1683,86.0,5,-1,-1,8.0,2023-04-15 11:16:07,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1684,90.0,-1,3,-1,5.5,2023-06-03 9:43:37,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1685,4.42,4,1,4,0.0,2023-06-10 14:26:17,Quận 4,TP Hồ Chí Minh,106.691167,10.748511
1686,4.0,2,2,2,1.85,2023-05-17 13:05:30,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
1687,4.0,2,2,2,1.85,2023-05-17 13:05:30,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
1688,6.0,2,-1,2,2.7,2023-05-13 1:01:06,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
1689,40.0,3,-1,-1,4.4,2023-05-19 11:55:51,Long Biên,Hà Nội,105.8653592,21.0401554
1690,40.0,3,4,-1,3.9,2023-05-13 20:15:20,Long Biên,Hà Nội,105.8653592,21.0401554
1691,10.0,6,5,6,5.8,2023-05-11 21:11:02,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
1692,32.0,-1,4,-1,5.8,2023-05-11 21:11:02,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1693,5.0,-1,-1,-1,7.9,2023-02-18 10:30:51,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1694,54.0,5,3,4,6.8,2023-05-04 10:23:21,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1695,105.0,2,-1,2,5.6,2023-05-21 20:17:42,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
1697,5.0,2,2,2,2.85,2023-04-30 19:27:08,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1698,49.0,3,2,2,4.6,2023-05-30 8:51:51,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1699,40.0,2,2,2,38.0,2022-11-17 9:10:53,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
1700,48.0,-1,5,-1,8.9,2023-03-06 16:35:13,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1701,4.0,-1,3,-1,2.45,2023-05-30 10:53:16,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1702,6.0,3,-1,3,4.16,2023-05-15 16:46:55,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
1703,30.0,2,1,2,2.4,2023-05-01 9:38:08,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
1704,76.0,4,-1,-1,10.5,2023-04-20 11:00:18,Long Biên,Hà Nội,105.8653592,21.0401554
1705,6.0,4,3,5,8.0,2023-04-15 11:16:07,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1706,60.0,2,1,2,4.1,2023-05-20 13:51:55,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1707,36.0,-1,-1,-1,2.3,2023-05-01 14:24:54,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
1708,80.0,-1,5,-1,12.0,2023-05-12 16:46:34,Long Biên,Hà Nội,105.8653592,21.0401554
1709,31.0,2,-1,2,3.0,2023-05-27 10:37:42,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
1710,52.0,3,2,3,5.8,2023-05-11 21:11:02,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1711,42.0,4,4,3,4.4,2023-05-19 11:55:51,Long Biên,Hà Nội,105.8653592,21.0401554
1712,76.0,4,5,5,10.3,2022-10-26 15:38:40,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1713,79.0,5,5,16,10.99,2023-04-23 6:24:37,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1714,15.0,2,3,-1,1.35,2023-05-11 9:31:20,Hà Đông,Hà Nội,105.7745175,20.9698363
1715,91.0,-1,4,-1,15.6,2022-11-16 10:36:08,Hà Đông,Hà Nội,105.7745175,20.9698363
1716,100.0,-1,7,-1,0.065,2023-06-03 10:50:43,Thanh Xuân,Hà Nội,105.79994,20.989273
1717,10.0,-1,6,-1,2.1,2023-05-06 11:27:03,Hà Đông,Hà Nội,105.7745175,20.9698363
1718,46.0,-1,-1,-1,12.5,2023-03-22 10:54:14,Hà Đông,Hà Nội,105.7745175,20.9698363
1719,3.0,2,2,3,5.0,2023-05-19 7:48:17,Sơn Trà,Đà Nẵng,108.2547075,16.11049
1720,114.0,4,-1,2,9.7,2023-03-12 9:02:45,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
1721,35.0,-1,6,-1,3.7,2023-05-02 8:27:09,Long Biên,Hà Nội,105.8653592,21.0401554
1722,35.0,-1,6,-1,3.7,2023-05-02 8:27:09,Long Biên,Hà Nội,105.8653592,21.0401554
1723,65.0,-1,-1,-1,10.9,2022-11-07 10:15:05,Long Biên,Hà Nội,105.8653592,21.0401554
1724,2.0,2,1,1,0.0,2023-06-10 14:26:17,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1725,43.0,-1,-1,1,6.2,2023-04-14 13:30:08,Long Biên,Hà Nội,105.8653592,21.0401554
1726,96.0,-1,-1,-1,35.0,2022-10-30 16:06:17,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1727,90.0,4,-1,2,3.25,2023-04-26 22:38:13,Cẩm Lệ,Đà Nẵng,108.1572752,15.9716436
1728,90.0,7,2,5,5.3,2023-04-27 16:16:19,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
1729,80.0,-1,-1,-1,4.8,2023-05-28 16:01:55,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
1730,30.0,2,2,2,0.0,2023-06-10 14:26:17,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
1731,46.0,3,2,2,4.78,2023-05-29 11:13:25,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1732,52.0,2,2,3,4.5,2023-05-26 21:22:25,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1733,58.0,4,4,3,5.99,2023-05-25 9:58:25,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1734,40.0,3,1,2,4.8,2023-05-28 16:01:55,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1735,58.0,-1,-1,-1,37.0,2023-02-20 16:36:45,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1736,72.0,2,1,2,1.8,2023-05-08 19:35:37,Vĩnh Cửu,Đồng Nai,107.3210131,11.54331
1737,48.0,2,2,2,31.0,2023-04-05 11:15:52,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1738,40.0,2,-1,2,2.7,2023-05-13 1:01:06,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1739,78.0,-1,4,-1,8.95,2022-11-12 8:47:02,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1740,54.0,3,1,3,4.0,2023-05-29 16:40:39,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1741,66.0,-1,3,-1,0.0,2023-06-10 14:26:17,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
1742,40.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
1743,30.0,2,2,2,4.1,2023-05-20 13:51:55,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1744,60.0,2,1,2,4.25,2023-04-15 11:03:26,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1745,120.0,4,-1,3,1.12,2023-04-21 9:11:58,Vĩnh Cửu,Đồng Nai,107.3210131,11.54331
1746,128.0,3,-1,2,11.2,2023-04-20 23:17:40,Biên Hòa,Đồng Nai,107.3210131,11.54331
1747,62.0,2,1,3,2.5,2023-05-30 15:22:15,Tân Uyên,Bình Dương,106.6832033,10.9592354
1748,61.0,2,2,3,2.53,2023-05-23 14:59:49,Tân Uyên,Bình Dương,106.6832033,10.9592354
1749,50.0,3,5,4,8.9,2023-03-06 16:35:13,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1750,5.0,3,3,3,4.51,2023-05-29 11:51:53,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
1751,97.0,5,2,-1,11.38,2022-10-25 19:15:54,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
1752,56.0,2,1,2,5.3,2023-04-27 16:16:19,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
1753,42.0,3,5,4,4.9,2023-04-25 11:43:13,Đống Đa,Hà Nội,105.823545,21.023833
1754,60.0,-1,4,-1,13.0,2023-04-19 9:56:04,Đống Đa,Hà Nội,105.823545,21.023833
1755,35.0,2,-1,3,4.3,2023-05-12 16:53:40,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1756,-1.0,2,-1,2,0.0,2023-06-10 14:26:17,Quận 4,TP Hồ Chí Minh,106.691167,10.748511
1757,80.0,3,2,3,4.6,2023-05-30 8:51:51,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1758,130.0,4,3,3,9.7,2023-03-12 9:02:45,Hóc Môn,TP Hồ Chí Minh,106.594891,10.888477
1759,70.0,7,1,7,4.8,2023-05-28 16:01:55,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1760,55.0,5,4,5,5.8,2023-05-11 21:11:02,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1761,95.0,4,3,4,6.6,2023-05-04 10:01:35,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
1762,100.0,24,9,24,32.0,2022-11-01 8:12:10,Sơn Trà,An Giang,106.537433,10.4122229
1763,35.0,3,2,2,42.0,2023-03-20 16:16:36,Quận 3,TP Hồ Chí Minh,106.660335,10.771637
1764,45.0,-1,-1,-1,6.6,2023-05-04 10:01:35,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1765,62.0,2,1,3,2.53,2023-05-23 14:59:49,Tân Uyên,Bình Dương,106.6832033,10.9592354
1766,62.0,2,1,3,2.53,2023-05-23 14:59:49,Tân Uyên,Bình Dương,106.6832033,10.9592354
1767,100.0,10,-1,8,7.8,2023-03-14 21:25:39,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1768,100.0,2,-1,3,0.65,2023-05-09 10:41:33,Đức Hòa,Long An,106.4574174,10.823593
1769,48.0,2,2,2,4.1,2023-05-20 13:51:55,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1770,53.0,-1,4,6,8.8,2023-04-07 19:21:32,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1771,65.0,-1,-1,-1,11.5,2023-04-10 15:17:04,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1772,295.0,-1,-1,-1,40.0,2023-04-26 14:06:59,Thới Lai,Cần Thơ,105.5579,10.06585
1773,34.0,4,4,3,0.0,2023-06-10 14:26:17,Hoàng Mai,Hà Nội,105.849591,20.983773
1774,5.0,-1,7,-1,36.0,2022-10-27 16:26:22,Cầu Giấy,Hà Nội,105.8028938,21.0288366
1775,40.0,2,1,2,0.57,2023-05-24 9:30:48,Hóc Môn,TP Hồ Chí Minh,106.594891,10.888477
1776,61.0,2,1,3,2.53,2023-05-23 14:59:49,Tân Uyên,Bình Dương,106.6832033,10.9592354
1777,61.0,2,1,3,2.53,2023-05-23 14:59:49,Tân Uyên,Bình Dương,106.6832033,10.9592354
1778,52.0,-1,1,-1,6.49,2023-05-07 8:02:45,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1779,68.0,5,3,6,7.9,2023-02-18 10:30:51,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1780,4.0,6,5,4,4.85,2023-03-28 9:11:42,Đống Đa,Hà Nội,105.823545,21.023833
1781,121.0,4,2,3,17.5,2022-11-09 9:27:04,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1782,138.0,8,4,8,65.0,2023-02-24 11:18:08,Huế,Thừa Thiên Huế,107.4678438,16.322695
1783,5.3,3,2,-1,5.75,2023-02-16 9:48:14,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1784,30.0,-1,-1,-1,13.99,2023-04-26 17:39:32,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1785,59.0,3,2,4,5.6,2023-05-21 20:17:42,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1786,175.0,-1,4,-1,19.0,2023-03-29 18:16:54,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1787,27.0,2,2,3,4.25,2023-04-15 11:03:26,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1788,38.0,3,3,-1,3.23,2023-05-28 18:40:36,Hoàng Mai,Hà Nội,105.849591,20.983773
1789,323.0,5,2,5,22.8,2023-04-26 23:32:41,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1790,-1.0,-1,3,-1,3.18,2023-05-26 14:35:54,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1791,25.0,-1,4,4,3.8,2023-05-19 8:58:10,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1792,25.0,-1,4,4,3.8,2023-05-19 8:58:10,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1793,84.0,-1,1,-1,4.3,2023-05-12 16:53:40,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
1794,50.0,3,1,3,2.95,2023-04-18 11:48:00,Biên Hòa,Đồng Nai,107.3210131,11.54331
1795,84.0,4,2,3,5.5,2023-06-03 9:43:37,Biên Hòa,Đồng Nai,107.3210131,11.54331
1796,16.0,3,1,2,7.2,2023-04-13 22:10:54,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1797,30.0,-1,-1,-1,10.0,2023-04-26 11:46:27,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1798,95.0,5,2,6,8.3,2023-03-23 9:10:55,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1799,65.0,4,3,4,12.0,2023-05-12 16:46:34,Quận 5,TP Hồ Chí Minh,106.6505485,10.7461928
1800,30.0,3,2,2,4.5,2023-05-26 21:22:25,Quận 5,TP Hồ Chí Minh,106.6505485,10.7461928
1801,3.0,3,3,3,82.0,2022-12-08 17:40:13,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1802,125.0,-1,1,1,8.5,2023-04-25 23:14:11,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1803,40.0,-1,4,-1,6.8,2023-05-04 10:23:21,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1804,100.0,2,-1,2,3.59,2023-05-23 9:25:38,Biên Hòa,Đồng Nai,107.3210131,11.54331
1805,128.0,4,1,2,11.5,2023-04-17 10:29:50,Biên Hòa,Đồng Nai,107.3210131,11.54331
1806,200.0,4,3,4,18.5,2023-03-25 15:04:07,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1807,45.0,3,2,-1,5.4,2023-04-25 8:54:50,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1808,125.0,2,-1,-1,10.0,2023-05-05 22:54:38,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1809,22.0,1,-1,1,1.78,2023-05-21 20:35:18,Thanh Xuân,Hà Nội,105.79994,20.989273
1810,22.0,1,-1,1,1.78,2023-05-21 20:35:18,Thanh Xuân,Hà Nội,105.79994,20.989273
1811,40.0,4,4,3,4.3,2023-05-12 16:53:40,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
1812,61.0,2,1,3,2.53,2023-05-23 14:59:49,Tân Uyên,Bình Dương,106.6832033,10.9592354
1813,36.0,4,6,5,5.55,2022-12-09 5:09:16,Đống Đa,Hà Nội,105.823545,21.023833
1814,100.0,5,5,5,11.9,2022-12-14 16:29:27,Long Biên,Hà Nội,105.8653592,21.0401554
1815,5.0,2,1,2,4.5,2023-05-26 21:22:25,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1816,96.0,-1,-1,-1,3.8,2023-05-19 8:58:10,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
1817,35.0,3,-1,4,2.7,2023-05-13 1:01:06,Hoàng Mai,Hà Nội,105.849591,20.983773
1818,175.0,-1,4,7,18.8,2022-11-02 8:29:06,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1819,75.0,6,3,-1,19.6,2022-11-27 0:11:43,Thanh Xuân,Hà Nội,105.79994,20.989273
1820,50.0,2,2,2,4.2,2023-05-13 16:21:20,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1821,50.0,2,2,2,4.2,2023-05-13 16:21:20,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1822,68.0,4,1,4,5.4,2023-04-25 8:54:50,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1823,48.0,-1,5,-1,6.15,2023-03-08 21:03:58,Cầu Giấy,Hà Nội,105.8028938,21.0288366
1824,5.0,-1,2,-1,5.4,2023-04-25 8:54:50,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
1825,66.0,2,-1,2,19.1,2023-04-25 8:59:54,Lê Chân,Hải Phòng,106.680061,20.854703
1826,52.0,3,2,4,6.0,2023-05-20 13:31:14,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1827,8.0,5,3,4,2.6,2023-05-21 17:31:55,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
1828,60.0,7,3,7,9.0,2023-04-24 16:39:26,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
1829,120.0,3,1,2,78.0,2023-02-24 11:02:25,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1830,4.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Quận 3,TP Hồ Chí Minh,106.660335,10.771637
1831,102.0,10,3,5,0.0,2023-06-10 14:26:17,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
1832,131.0,4,2,4,12.0,2023-05-12 16:46:34,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1833,35.0,3,-1,3,4.3,2023-05-12 16:53:40,Ba Đình,Hà Nội,105.760936,20.946341
1834,75.0,-1,4,-1,3.0,2023-05-27 10:37:42,Từ Sơn,Bắc Ninh,105.913377106,21.0679313375
1835,61.0,2,1,3,2.5,2023-05-30 15:22:15,Tân Uyên,Bình Dương,106.6832033,10.9592354
1836,121.0,4,3,3,8.5,2023-04-25 23:14:11,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1837,51.0,4,2,3,4.9,2023-04-25 11:43:13,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
1838,70.0,3,1,2,2.6,2023-05-21 17:31:55,Biên Hòa,Đồng Nai,107.3210131,11.54331
1839,93.0,2,-1,-1,6.0,2023-05-20 13:31:14,Biên Hòa,Đồng Nai,107.3210131,11.54331
1840,40.0,-1,-1,-1,4.2,2023-05-13 16:21:20,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1841,93.0,3,1,-1,0.62,2023-05-18 10:52:22,Hóc Môn,TP Hồ Chí Minh,106.594891,10.888477
1842,60.0,3,-1,3,0.62,2023-05-18 10:52:22,Đức Hòa,Long An,106.4574174,10.823593
1843,60.0,3,-1,3,0.62,2023-05-18 10:52:22,Đức Hòa,Long An,106.4574174,10.823593
1844,35.0,2,2,2,4.5,2023-05-26 21:22:25,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1845,100.0,-1,1,-1,5.0,2023-05-19 7:48:17,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
1846,60.0,3,2,4,99.0,2023-04-25 15:54:07,Quận 3,TP Hồ Chí Minh,106.660335,10.771637
1847,62.0,2,1,3,2.5,2023-05-30 15:22:15,Tân Uyên,Bình Dương,106.6832033,10.9592354
1848,61.0,2,1,3,2.5,2023-05-30 15:22:15,Tân Uyên,Bình Dương,106.6832033,10.9592354
1849,30.0,-1,5,-1,36.0,2022-10-27 16:26:22,Hoàng Mai,Hà Nội,105.849591,20.983773
1850,15.0,-1,5,1,3.5,2023-05-29 13:05:30,Đống Đa,Hà Nội,105.823545,21.023833
1851,48.0,3,-1,3,6.9,2023-04-21 10:59:30,Hà Đông,Hà Nội,105.7745175,20.9698363
1852,100.0,-1,-1,-1,3.1,2023-04-12 16:31:26,Hóc Môn,TP Hồ Chí Minh,106.594891,10.888477
1853,55.0,8,5,4,5.05,2023-02-20 16:28:47,Thanh Xuân,Hà Nội,105.79994,20.989273
1854,90.0,-1,4,-1,8.5,2023-04-25 23:14:11,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1855,50.0,4,5,4,5.55,2022-12-09 5:09:16,Thanh Xuân,Hà Nội,105.79994,20.989273
1856,66.0,5,1,4,5.85,2023-01-11 11:12:33,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1857,87.0,3,2,-1,5.75,2023-02-16 9:48:14,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1858,100.0,-1,1,-1,5.1,2023-05-15 14:27:13,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
1859,7.0,-1,1,-1,5.1,2023-05-15 14:27:13,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
1860,7.0,-1,1,-1,5.1,2023-05-15 14:27:13,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
1861,6.0,3,3,3,5.5,2023-06-03 9:43:37,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
1862,77.0,33,2,3,33.5,2022-11-15 15:14:00,Huế,Thừa Thiên Huế,107.4678438,16.322695
1863,128.0,4,-1,2,0.0,2023-06-10 14:26:17,Biên Hòa,Đồng Nai,107.3210131,11.54331
1864,47.0,3,-1,2,13.5,2023-02-26 20:07:44,Ngô Quyền,Hải Phòng,106.712569,20.867306
1865,460.0,3,1,2,20.0,2023-03-25 16:00:59,Biên Hòa,Đồng Nai,107.3210131,11.54331
1866,73.0,2,1,2,5.9,2023-05-11 14:48:13,Biên Hòa,Đồng Nai,107.3210131,11.54331
1867,61.0,2,1,3,2.5,2023-05-30 15:22:15,Tân Uyên,Bình Dương,106.6832033,10.9592354
1868,62.0,2,1,3,2.53,2023-05-23 14:59:49,Tân Uyên,Bình Dương,106.6832033,10.9592354
1869,61.0,2,1,3,2.53,2023-05-23 14:59:49,Tân Uyên,Bình Dương,106.6832033,10.9592354
1870,62.0,2,2,3,2.5,2023-05-30 15:22:15,Tân Uyên,Bình Dương,106.6832033,10.9592354
1871,128.0,4,-1,2,11.2,2023-04-20 23:17:40,Vĩnh Cửu,Đồng Nai,107.3210131,11.54331
1872,62.0,2,-1,3,2.5,2023-05-30 15:22:15,Tân Uyên,Bình Dương,106.6832033,10.9592354
1873,100.0,-1,1,-1,65.0,2023-02-24 11:18:08,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1874,50.0,4,3,-1,0.0,2023-06-10 14:26:17,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
1875,150.0,7,5,-1,0.0,2023-06-10 14:26:17,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
1876,56.0,4,3,5,7.3,2023-04-10 9:36:41,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
1877,192.0,3,-1,2,85.0,2023-02-23 16:19:00,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1878,50.0,10,3,5,3.8,2023-05-19 8:58:10,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1879,173.0,4,4,3,9.0,2023-04-24 16:39:26,Quận 6,TP Hồ Chí Minh,106.610143,10.733814
1880,48.0,4,-1,4,3.5,2023-05-29 13:05:30,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
1881,128.0,4,-1,2,1.12,2023-04-21 9:11:58,Vĩnh Cửu,Đồng Nai,107.3210131,11.54331
1882,40.0,3,3,3,42.0,2023-03-20 16:16:36,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1883,42.0,3,-1,4,5.1,2023-05-15 14:27:13,Cầu Giấy,Hà Nội,105.8028938,21.0288366
1884,375.0,-1,2,-1,42.0,2022-11-02 23:52:57,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1885,58.5,4,2,4,7.4,2023-03-12 18:29:32,Quận 2,TP Hồ Chí Minh,106.705717,10.741676
1886,57.0,4,4,4,8.8,2023-04-07 19:21:32,Thanh Trì,Hà Nội,105.892628,20.983208
1887,67.0,-1,-1,-1,49.5,2023-04-21 23:37:42,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1888,82.0,-1,5,-1,11.0,2023-04-20 10:57:08,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1889,82.0,-1,5,-1,11.0,2023-04-20 10:57:08,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1890,50.0,4,3,4,4.7,2023-05-08 17:24:19,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
1891,124.0,-1,4,-1,11.5,2023-04-10 15:17:04,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1892,60.0,-1,4,-1,4.2,2023-05-13 16:21:20,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
1893,50.0,5,4,4,3.85,2023-04-23 9:44:03,Long Biên,Hà Nội,105.8653592,21.0401554
1894,5.0,4,-1,4,13.5,2023-02-26 20:07:44,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1895,38.0,4,-1,5,7.2,2023-04-13 22:10:54,Quận 3,TP Hồ Chí Minh,106.660335,10.771637
1896,26.0,2,2,4,5.5,2023-06-03 9:43:37,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
1897,40.0,-1,5,-1,5.0,2023-05-19 7:48:17,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
1898,4.6,2,2,2,5.8,2023-05-11 21:11:02,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1899,49.0,4,3,3,4.8,2023-05-28 16:01:55,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
1900,6.0,4,2,3,10.0,2023-05-05 22:54:38,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1901,180.0,5,3,4,21.0,2022-10-30 10:29:09,Hà Đông,Hà Nội,105.7745175,20.9698363
1902,45.0,3,3,3,4.7,2023-05-08 17:24:19,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
1903,289.0,6,1,3,10.0,2023-05-05 22:54:38,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
1904,1613.0,3,-1,4,16.0,2023-02-03 15:19:29,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
1905,31.0,-1,-1,-1,2.85,2023-04-30 19:27:08,Hà Đông,Hà Nội,105.7745175,20.9698363
1906,35.0,-1,4,-1,3.4,2023-05-08 22:40:56,Hà Đông,Hà Nội,105.7745175,20.9698363
1907,45.0,6,-1,-1,15.5,2023-02-15 20:34:56,Cầu Giấy,Hà Nội,105.8028938,21.0288366
1908,48.0,4,4,3,2.5,2023-05-30 15:22:15,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
1909,40.0,2,2,2,5.3,2023-04-27 16:16:19,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
1910,30.0,3,5,4,3.4,2023-05-08 22:40:56,Hoàng Mai,Hà Nội,105.849591,20.983773
1911,192.0,3,-1,2,85.0,2023-02-23 16:19:00,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
